Zoning,the_geom
R-1H,"MULTIPOLYGON (((-122.26628682557903 37.89327093849421, -122.26629056409759 37.89328255326309, -122.26627927178995 37.89339053739944, -122.26622337445886 37.89359050878834, -122.26618506910872 37.893728426630176, -122.26612187414626 37.89398550673736, -122.26610131301024 37.894068210060205, -122.2660330121735 37.89411112848269, -122.26557220789628 37.89441054486536, -122.26541835653164 37.894353789251234, -122.26535034861831 37.89433626963833, -122.26528060556117 37.8943187675463, -122.26522486743238 37.894307237796234, -122.26514146743607 37.894298191875144, -122.26505089624474 37.894278941352376, -122.26488052879266 37.89425676707419, -122.26471847960168 37.894220043647934, -122.26456178292845 37.89419011445212, -122.26438763159025 37.89415425995723, -122.26422401469715 37.89412442901775, -122.26399775665973 37.89408454528496, -122.26394539730912 37.89406885047588, -122.2639272554363 37.894034790023795, -122.26392678830301 37.89401488531526, -122.26395178395843 37.893973307485204, -122.26400543315886 37.89389697219262, -122.26406799206138 37.893831489106525, -122.26414455218517 37.8937712889891, -122.26418028307312 37.89374328401759, -122.26423507094351 37.89371499257646, -122.26427269381166 37.89369383341809, -122.26432937365676 37.893672387773684, -122.26448717087652 37.893603419520666, -122.2646123733782 37.8935486779449, -122.2647496201318 37.893489627152206, -122.26480606774993 37.89345856758953, -122.26488953882435 37.893397578705944, -122.26493197646126 37.893360550682885, -122.26497583543998 37.893309766147944, -122.26501631598323 37.89326315419403, -122.26504137724417 37.893223640933634, -122.26507412015572 37.893143491937614, -122.26508213786026 37.89311590174552, -122.26509170820319 37.893081426392925, -122.26509913218507 37.893029128637785, -122.26510517746938 37.8929919585057, -122.26510256401399 37.89288212339337, -122.26509243124593 37.89274769159784, -122.2650787736521 37.8926105487984, -122.26507192550268 37.89246850854931, -122.26598082713622 37.89242951329734, -122.2660442309708 37.89254461064291, -122.26610352948211 37.892632999270745, -122.26615763618173 37.89272214638108, -122.26617945239055 37.892765075098545, -122.26620302250969 37.89280867584039, -122.26623069810928 37.8928789974228, -122.26626059045292 37.89296987948125, -122.26629228217078 37.89313626734171, -122.26628682557903 37.89327093849421)))"
R-1H,"MULTIPOLYGON (((-122.264151674632 37.89057394627923, -122.26421635951837 37.89052491855969, -122.26423851095741 37.89050878921459, -122.26427266704103 37.89048767326177, -122.26431888397165 37.890463635442934, -122.26436689567446 37.89044232215074, -122.26440814412733 37.89042796688212, -122.26449920927871 37.89039501880415, -122.26460610572313 37.8903721346556, -122.26472018829246 37.89035945101525, -122.2648103845999 37.89036290211067, -122.26485369210648 37.890362255974985, -122.264914533806 37.890370272999185, -122.26497191538422 37.89037834544631, -122.26501906856033 37.89039343136873, -122.26510629604593 37.89041753610304, -122.26517618727941 37.890441897573915, -122.2652252786415 37.89046588987805, -122.26529382037823 37.890506064523414, -122.2653782175223 37.89055699671767, -122.26543469862195 37.890600089191096, -122.26550785578395 37.89068827260294, -122.26567662948015 37.890935013649134, -122.2657627237575 37.891057330082745, -122.26585059960911 37.89118167735062, -122.26587063382497 37.89122258334421, -122.26585397140998 37.89125030219661, -122.26584115313311 37.8912944426117, -122.26583005636438 37.89133787183014, -122.26582584407315 37.891379133576585, -122.26582704039402 37.8914292463602, -122.26584231464639 37.8914887509465, -122.26585888878967 37.89152970836438, -122.26587703088107 37.89156377664709, -122.26590561494626 37.89159974326801, -122.26592766276632 37.89165228572238, -122.26594624534307 37.89170487956727, -122.26595235890981 37.89174324497604, -122.26595663998536 37.891777518824895, -122.2659359870985 37.8918561090007, -122.26595503339145 37.891855822194934, -122.26593420462436 37.89192686748982, -122.26592338092081 37.89198196288767, -122.26592448513044 37.89202795845706, -122.26591803473889 37.8921214367989, -122.26592308557329 37.89218797120069, -122.26592943132405 37.89223594218278, -122.26593338811222 37.89225648919062, -122.26593928325624 37.892285930481364, -122.26594899191154 37.89232973279505, -122.26597476981041 37.892393208589674, -122.26507087955406 37.89243163482781, -122.26505250821234 37.89223532096016, -122.26503521506743 37.89201859287839, -122.2650285854247 37.89188547267512, -122.26502348630898 37.89174408819903, -122.26501165624029 37.891611045024426, -122.26500297884647 37.891537706643305, -122.26499296041939 37.89148085887033, -122.26497404941794 37.89141452989563, -122.26495559727667 37.89136742420608, -122.26494276700109 37.89133808150972, -122.26492456557827 37.89130127910577, -122.26490458640642 37.89126312312811, -122.26487936247555 37.891222298124724, -122.26485232830156 37.89117875659337, -122.26481470402541 37.89112712654682, -122.26476136417844 37.891070243409715, -122.26472769641309 37.891039160382846, -122.26466922623932 37.8909850963833, -122.26464799473827 37.89096687489425, -122.26459866101656 37.89093327670806, -122.2645547102854 37.89090646098044, -122.26445455507555 37.890848908010824, -122.2644054397912 37.890824233863256, -122.26435298547938 37.890804417952346, -122.26426889395779 37.89076653038195, -122.2640908217788 37.89071151164609, -122.26406977639839 37.89070083499984, -122.2640604526734 37.89067350552524, -122.2640755628181 37.89065268424499, -122.264151674632 37.89057394627923)))"
R-2A,"MULTIPOLYGON (((-122.26825090639235 37.879921084005005, -122.2682444814388 37.87986968134319, -122.2682332503689 37.879762035336014, -122.26821525730223 37.87966136383718, -122.2682072311519 37.87954269378625, -122.2681925355599 37.87943509112652, -122.26817298762377 37.87926920475393, -122.26815801859892 37.879149943998186, -122.26814706619174 37.87905397636974, -122.26813231424963 37.87894432921766, -122.26812693748377 37.878864063827315, -122.2680951349438 37.87862008374509, -122.26841295111811 37.87857823215791, -122.2684992976456 37.878565952367005, -122.2686778727966 37.87987829187614, -122.26825090639235 37.879921084005005)))"
R-3H,"MULTIPOLYGON (((-122.25786582286209 37.87681576582819, -122.25719727004844 37.87689918729258, -122.25711555294194 37.876521360079806, -122.25727964862446 37.87650036836854, -122.25744897243145 37.87647999749589, -122.25779102650309 37.876437828571895, -122.25797413361158 37.87641449387238, -122.25840601255172 37.876359995877564, -122.2584964291968 37.87681186303458, -122.25856425232507 37.87711506014828, -122.2581342755789 37.87717639660637, -122.25805240561483 37.876792388029315, -122.25787619461524 37.87681423322267, -122.25786582286209 37.87681576582819)))"
R-1H,"MULTIPOLYGON (((-122.2554475162958 37.88752430285865, -122.25544320171558 37.88756145101094, -122.25541590522961 37.88757970384491, -122.25536978394831 37.88760785947031, -122.25531902062242 37.88765942822174, -122.25531084390761 37.887680150290045, -122.25529454135423 37.887723655091705, -122.25528690410987 37.88776702814459, -122.25528008276076 37.88784473057273, -122.2552734819735 37.8879320344674, -122.25525713864457 37.88797348271448, -122.255228608912 37.888013044971665, -122.25518081337995 37.88804327866232, -122.25512569383086 37.88805783900159, -122.25505975169193 37.888054006734066, -122.25501959671237 37.88804156494173, -122.25497753726427 37.88802157946664, -122.25494559657349 37.88798978264718, -122.25487186113169 37.887876199741264, -122.25482147062695 37.8877972956314, -122.25479818523442 37.88776536293974, -122.25476829685716 37.88774727549188, -122.2547365768406 37.88772508414056, -122.25470322864571 37.887707035608734, -122.25463162707054 37.887683383090454, -122.25459302270251 37.887663354462674, -122.25458193223751 37.8876339892089, -122.25458680511903 37.88762018574049, -122.25472408315504 37.88734346805038, -122.25479029814767 37.887212012984506, -122.25486162818213 37.887077730918136, -122.25492263223109 37.88694636040287, -122.25494657737269 37.88685947453339, -122.25497152126968 37.88681516058026, -122.25500005399434 37.88677628382493, -122.25509858127158 37.88669241695284, -122.2552566464957 37.88656164824209, -122.25540302372639 37.88644959995413, -122.25550223540353 37.88639525516675, -122.25557110674886 37.88637637701027, -122.25564537671978 37.88636565671501, -122.25575272119053 37.886362007897716, -122.25579103838847 37.886370365799834, -122.25581049063678 37.886386553794466, -122.25582326558082 37.88641383274086, -122.2558200118603 37.88664254298519, -122.2558234192281 37.886932959687734, -122.25582029950768 37.88702022074317, -122.25581751995328 37.8870497861632, -122.25581812403345 37.887075187390195, -122.2558099526425 37.88709590952972, -122.25579663200075 37.88711876896694, -122.25577979026765 37.887139618800575, -122.25574921895847 37.88716548402208, -122.2556996788233 37.88719574745871, -122.25567233663024 37.887211951887096, -122.25563471467581 37.88723310832844, -122.2555833935344 37.88726134066596, -122.25555780519235 37.887278192918714, -122.25552385511996 37.88730823040798, -122.25549006623854 37.88734512726088, -122.25546831096656 37.88737772400908, -122.25545715781128 37.88741909560909, -122.25544811814078 37.887476225182645, -122.2554475162958 37.88752430285865)))"
ES-R,"MULTIPOLYGON (((-122.24504151692757 37.86734908951912, -122.24499321862154 37.86743151831012, -122.24494795255052 37.8674960479619, -122.24490885524972 37.86756921952907, -122.24486023012494 37.86712369339656, -122.24481851293943 37.86672070829347, -122.24480512796312 37.866607047606635, -122.2450033862645 37.86639293940653, -122.24487096709767 37.86631524881431, -122.24478320108784 37.86642803764616, -122.24476593110583 37.86632660463068, -122.24476123758582 37.866268665672536, -122.24484494739391 37.86627208223428, -122.2452525518181 37.866245173626446, -122.24615211386683 37.866185768026256, -122.24615091668477 37.86624954608621, -122.24613348930701 37.86630950915903, -122.2461017939811 37.866402537114794, -122.2460585746984 37.86648677127461, -122.24601111666377 37.86655016791177, -122.24597082073207 37.866598534952736, -122.24589415398779 37.866701171000265, -122.24581698869905 37.86678292854954, -122.24570650945752 37.866889058938575, -122.24560661927691 37.86696517513172, -122.24553592248785 37.86700204773653, -122.24547610773439 37.86702084434621, -122.24540003507434 37.8670505685271, -122.2453228656642 37.86708398452646, -122.24528855500508 37.867098227609695, -122.24524401212834 37.86711949058776, -122.24517549526409 37.86715277538972, -122.24514649289804 37.86717174503454, -122.24512965278345 37.86719259748659, -122.24510433048093 37.86722043643541, -122.24509252893996 37.86723434519616, -122.24508261701945 37.867255100110256, -122.24506776790028 37.86728689978052, -122.24504151692757 37.86734908951912)))"
MULI,"MULTIPOLYGON (((-122.29491385558651 37.849117181093625, -122.29252836681059 37.849598418939934, -122.29240897398232 37.84924898114112, -122.29427233711216 37.84887191874401, -122.29479942357506 37.84876831072259, -122.29491385558651 37.849117181093625)))"
C-W,"MULTIPOLYGON (((-122.29530636011653 37.85058281002223, -122.29534172755383 37.850680901058496, -122.2950700698457 37.8507282371037, -122.2950308675394 37.85063970695967, -122.29132649898996 37.851404716246364, -122.29122506825766 37.85107126809562, -122.29416550361857 37.84983600681972, -122.29500561087576 37.84970115385253, -122.29530636011653 37.85058281002223)))"
R-1H,"MULTIPOLYGON (((-122.24690167016564 37.88535203139841, -122.24682906269285 37.884711172670926, -122.24686012735376 37.88476619769428, -122.24689237554645 37.884811038061414, -122.24696356390636 37.884890326009874, -122.24701492592864 37.88493763691858, -122.24706082304478 37.884973353827554, -122.24711360454734 37.88500691245113, -122.24716453124753 37.88503567740381, -122.24719988663884 37.885065372930256, -122.24726132309797 37.88509879621289, -122.24731393421288 37.885125483136136, -122.24735805091251 37.88515917281385, -122.24739874835618 37.885194961796905, -122.24744314048203 37.88524031362131, -122.24746647265063 37.8852743002975, -122.24749164453263 37.88531306429132, -122.24752799990826 37.88538532359357, -122.24756047280245 37.88551325227662, -122.24759104192982 37.88563365744372, -122.24761496531181 37.88569304527006, -122.24765128067041 37.885763231762816, -122.24767733134894 37.88585698171728, -122.2476895112509 37.885915280525026, -122.24690167016564 37.88535203139841)))"
R-1,"MULTIPOLYGON (((-122.28243768171076 37.85940899562572, -122.28259312236972 37.85939016661894, -122.28266722032137 37.859750803528264, -122.28243768171076 37.85940899562572)))"
R-1H,"MULTIPOLYGON (((-122.25342977666558 37.88779050132903, -122.25343595294018 37.887831613557225, -122.25342394298201 37.8879100778981, -122.25339644946857 37.887992885131276, -122.25335983795236 37.888057294209744, -122.25333266106986 37.88808035748987, -122.25329487695602 37.88809465785026, -122.25324648070594 37.88810017497065, -122.25312132516935 37.888083490336165, -122.2530089928092 37.88809683900197, -122.25294344209341 37.88810948267955, -122.25285421999831 37.88814719907862, -122.25279088702754 37.88818041558059, -122.25272273662674 37.88822950018905, -122.25267876236109 37.888275469271974, -122.25264190292528 37.88832888939402, -122.25261716364247 37.88838213499731, -122.25259804801759 37.88845315229914, -122.25224221721537 37.888501691340736, -122.25192265539121 37.8885455766214, -122.25191163677485 37.88844547443747, -122.25188798738603 37.88817802282203, -122.25187503515694 37.8879969262496, -122.25187477780072 37.88798594557254, -122.2518559857188 37.8878509506214, -122.25182692902683 37.887720903390075, -122.25177714097248 37.88759392440185, -122.25171320338225 37.887454785394716, -122.25163195416327 37.8873165908017, -122.25154057750822 37.88718953792626, -122.25147818101978 37.88711561363481, -122.25146545319498 37.88709039892655, -122.25146838514173 37.887067688883015, -122.25148857806509 37.88704197780029, -122.25155224229364 37.88694970763365, -122.2515852694558 37.886880551317375, -122.25160935545469 37.88679985212872, -122.25162619487504 37.8867055199429, -122.25164254493285 37.88666408440869, -122.25169062880768 37.886572039573046, -122.25176640727268 37.886479582661856, -122.25180219508525 37.886453646181664, -122.25183678952321 37.88645107161192, -122.25186644624303 37.88645956231342, -122.25192534544239 37.886532158214784, -122.25193405626615 37.88653409140508, -122.25204296971125 37.886669809093796, -122.25213828579413 37.88681671946854, -122.25219308096528 37.88693539546574, -122.25225342016799 37.887069092823566, -122.25230334242957 37.887201572136945, -122.25234473682318 37.887340348641985, -122.25235696267316 37.88741777034402, -122.25238792738651 37.887481172547545, -122.25242711865616 37.88752659896906, -122.25247318610532 37.88756916914845, -122.25253809205846 37.88760254682093, -122.25259385019267 37.88761544949372, -122.25264787320432 37.88762838168216, -122.2527518748649 37.887629589455955, -122.25281581050857 37.88762176608527, -122.25287253460586 37.887602386556786, -122.2529394930651 37.88757598241849, -122.25299217268154 37.88753193819631, -122.25302935847506 37.8874922448435, -122.25306606132916 37.88743196524298, -122.25311207679593 37.88732621028087, -122.25314786804209 37.88722747996471, -122.25316205034892 37.88716752791848, -122.2531693109383 37.88710836339471, -122.25317516003551 37.887062277973655, -122.25317131223481 37.88689958768713, -122.25316282682331 37.8868337853163, -122.25315665581014 37.886792681212846, -122.25314317361892 37.886735198025264, -122.25313304459523 37.88667354241543, -122.25311794587996 37.88662157702015, -122.25310312003302 37.88658059645456, -122.25305315609916 37.88644606090841, -122.25298950161981 37.886319278319185, -122.2528997385791 37.88618739408994, -122.2528335359315 37.886099117211494, -122.25278747441428 37.886056535035884, -122.25307292733369 37.8859630272432, -122.25323971030926 37.88590767733804, -122.25326439746186 37.88592584574359, -122.25341855392134 37.88599635208253, -122.25352329900973 37.88602913015896, -122.25358442237498 37.88604881523242, -122.25368641091114 37.88611185627567, -122.25375201618131 37.886174747705866, -122.25378833250915 37.886244932330925, -122.25380658308146 37.886283801172965, -122.25381621940221 37.886324858264594, -122.25381746164031 37.886377725356695, -122.25381004079296 37.88643001028067, -122.25379547268118 37.8864734934293, -122.2537788661494 37.88650395670951, -122.25377399319464 37.88651776014626, -122.2537608787403 37.886549547471674, -122.25374777794843 37.88658200814449, -122.25373657819027 37.886621322998465, -122.25373035836718 37.88665093956248, -122.25372570568686 37.88667435257861, -122.25372537563668 37.88673341912724, -122.2537335582199 37.886786176094915, -122.25375383718624 37.88683805257744, -122.25376857701909 37.88687491993679, -122.25378670216719 37.886908989974536, -122.25381004294461 37.88694297139689, -122.25382660941662 37.88698393045996, -122.25383245357067 37.88701131574876, -122.253836940738 37.88705450599099, -122.25382930271583 37.88709787894592, -122.25381810295909 37.88713718974832, -122.2538014268065 37.887164902755636, -122.2537814007827 37.8871974777054, -122.2537594245087 37.887220464550126, -122.25371687299221 37.88725336716188, -122.2536622521333 37.88728851720874, -122.25361449705363 37.88732081086789, -122.25356674516556 37.88735379806891, -122.25351580622893 37.887397817087766, -122.25345723226178 37.8874858944596, -122.25343254985198 37.887541196895334, -122.2534138725149 37.88763073994951, -122.25341041778613 37.88770426586494, -122.25342605402696 37.887779567625074, -122.25342977666558 37.88779050132903)))"
R-1H,"MULTIPOLYGON (((-122.2544331606079 37.88764513331254, -122.25443337775295 37.88765404933064, -122.25443240729535 37.88768634355486, -122.25441210511791 37.88770724021989, -122.25433528581499 37.887756453375474, -122.25430139944783 37.887789236685045, -122.25428820381086 37.88781689474655, -122.2542569035633 37.887886030313155, -122.25425842442603 37.887949866028976, -122.25428585734072 37.888084047411425, -122.25430766613744 37.88820046932463, -122.2543124300355 37.888255325766806, -122.25430837251389 37.888303458597, -122.25430080416277 37.88834957778995, -122.25429430114677 37.888368209483495, -122.25425170611175 37.888471849158066, -122.25420119911304 37.88853439808, -122.25415549028561 37.888580409451144, -122.25412213755001 37.888635835541045, -122.25410109165634 37.888697950552604, -122.2540451092246 37.888895859365135, -122.2540229161722 37.88898340098943, -122.25401826010605 37.8890061285567, -122.25399758950374 37.88901124981655, -122.2539746312078 37.88899305196801, -122.25377817503467 37.88874669468053, -122.25367104646857 37.88861301377761, -122.25363813837586 37.888540709288954, -122.25362903537997 37.888448832390274, -122.25362060540773 37.88838508670754, -122.25358081287057 37.888314953014145, -122.25355390690211 37.88827620366312, -122.25348807450436 37.888203710626016, -122.25346853593145 37.88818340507134, -122.2534639930884 37.88813814195854, -122.25351406316832 37.88805706369909, -122.25354715340761 37.88799065301409, -122.25357123773564 37.887909945309325, -122.25357832860692 37.88784323590777, -122.25357134733443 37.88776779842678, -122.25355478587137 37.88772684747639, -122.25354754191034 37.88764042928375, -122.25356836763669 37.88756870883679, -122.25359149120946 37.88752029539947, -122.25365535998921 37.88743694814469, -122.25370132083367 37.887401925710364, -122.25382096292334 37.88733147652586, -122.25389052472082 37.88726864700381, -122.2539409294337 37.88720197280495, -122.25396892564923 37.88713975178906, -122.25398148232863 37.88708463196033, -122.25398011439344 37.887026966070316, -122.25396961674414 37.88694953114277, -122.25392794389998 37.88687255567159, -122.25390628920178 37.886835794569635, -122.2538931317546 37.886792727829935, -122.25390629189046 37.886763005181706, -122.25393525915483 37.886741976951555, -122.25398565057641 37.88674809610395, -122.25415639398652 37.8867867590733, -122.25441211015499 37.886828271829735, -122.25458570501917 37.88684149399375, -122.25472440195638 37.886844241906374, -122.25476791945428 37.88685251950277, -122.25478585358168 37.88687766136786, -122.25478649794847 37.88690512319983, -122.2547503817922 37.88699011904052, -122.25468417716864 37.887121574155024, -122.25462278916635 37.887237165055986, -122.25456661145292 37.887352671298004, -122.2545100875541 37.88745376912481, -122.25445551387037 37.88756445095586, -122.25443429730234 37.8876196984945, -122.2544331606079 37.88764513331254)))"
R-1H,"MULTIPOLYGON (((-122.26103372711825 37.88675733100111, -122.26071971579074 37.886604597189745, -122.26026184363356 37.88636902333601, -122.26030210547873 37.88631348881231, -122.26032635365846 37.88623965122403, -122.26031726130765 37.886148460270924, -122.26027032599372 37.88606950715832, -122.26016528854504 37.885951585773846, -122.26006216673542 37.88584119578899, -122.25996077013565 37.88573077194493, -122.25985934999548 37.88561966243448, -122.25976489416315 37.885509140106436, -122.25965635584332 37.88538990244876, -122.25956908904975 37.88529025821684, -122.25936267250022 37.88506260954392, -122.25920779048322 37.884888432028696, -122.2590170576463 37.88466466955652, -122.25895752572843 37.8845652967802, -122.25892269885766 37.88448547839614, -122.25890403131933 37.8844287581227, -122.25890277509708 37.884375903131414, -122.25890505355213 37.88432573910904, -122.25892631683816 37.88427254730128, -122.2589769325671 37.88421479497514, -122.25905725075394 37.884167592153574, -122.2591053806098 37.8841510797307, -122.25916042664366 37.88413378343036, -122.25922624998118 37.884132802461814, -122.25951282967551 37.88416080595624, -122.25959077774378 37.884159641480196, -122.25965810482519 37.8841490250334, -122.25975436414994 37.88411600778431, -122.2598210347054 37.8840779293422, -122.25986352559822 37.88404295970329, -122.25991918390046 37.8839782667479, -122.25994401667916 37.883929830310535, -122.25995976623405 37.88386298832126, -122.25996377384499 37.88381279863914, -122.25995998068214 37.88379911891052, -122.2599594857173 37.88377852449558, -122.25994368199751 37.88369636005999, -122.25990854339796 37.88353002163679, -122.25990176348046 37.883463508480915, -122.2599146995424 37.88342417147334, -122.25993320784733 37.88340123871034, -122.25995697228454 37.88338027766014, -122.26000482406378 37.883352106742336, -122.26008768874577 37.88333919884738, -122.26026047718949 37.88331876061999, -122.26047641409659 37.88329013280529, -122.2605436840319 37.883277463251865, -122.26057130615781 37.88327292797087, -122.26059544458813 37.88326776648767, -122.26061255122188 37.88325858209207, -122.26063820691556 37.883244462751954, -122.26065693284364 37.88323044589267, -122.26101455659482 37.883185291257426, -122.26102128722725 37.88317695016599, -122.2611265601084 37.8831588974914, -122.26113046410373 37.883177379949856, -122.26147082257427 37.88313522230331, -122.26149119142342 37.88311705842012, -122.26153194574447 37.883154903256674, -122.26157806183265 37.88312675325339, -122.26173142892618 37.88330986530747, -122.26172688625594 37.88333740004918, -122.26171000102781 37.88335619824645, -122.26168067291114 37.88336144502786, -122.26126055353616 37.883328565243104, -122.2612069609475 37.883334174721384, -122.26112083916243 37.883356062786106, -122.26102146880478 37.883403553014254, -122.26095856902948 37.88345461816117, -122.26088766639795 37.883533269260276, -122.26084068764942 37.88359852415768, -122.26081254726557 37.88365387138558, -122.26079959806145 37.88369251892334, -122.26077709639296 37.88376633922271, -122.2607650712164 37.88384410670776, -122.26074700947393 37.8839590563717, -122.26072027664972 37.88414692355271, -122.26071168045833 37.884222591376954, -122.2607000918 37.88424542170761, -122.26064369043276 37.88427853595254, -122.26062031051178 37.88431528067513, -122.26063331831745 37.88435216877019, -122.26064235239168 37.884367832233565, -122.26067402178478 37.88438795728645, -122.26071739045813 37.88439005881933, -122.26075862254584 37.884375023326804, -122.26078579584039 37.88435195016825, -122.26077256875884 37.884159873591116, -122.26080612065472 37.883967101139596, -122.26082910571168 37.88376762297473, -122.26087644963526 37.88364536608541, -122.26091870489904 37.88360010501168, -122.26095689276438 37.88353017939171, -122.26101453832044 37.883476440936406, -122.26107570815086 37.883425405458894, -122.26113568420378 37.88339704250016, -122.26121669802203 37.8833793525699, -122.26132232351236 37.883375716254754, -122.2618239983569 37.88341355646653, -122.26183293558783 37.883425094483655, -122.26248653161772 37.88416794727697, -122.26257668420708 37.88431561597606, -122.26266254859037 37.88450180002595, -122.26268259894634 37.88461617753687, -122.2626999339068 37.88476218950862, -122.26268713547302 37.88495259005243, -122.2625585605076 37.88544893258337, -122.2625690065851 37.88545083530005, -122.26233096921432 37.88637181136897, -122.26221606995396 37.886616167070315, -122.26157235360272 37.88670077034308, -122.26103372711825 37.88675733100111)))"
R-2,"MULTIPOLYGON (((-122.27631403317636 37.86237033045099, -122.27637944206268 37.862714759234954, -122.27624476621457 37.86273326960684, -122.27610667281442 37.86275388406195, -122.27597370739994 37.862771678647434, -122.2758406955824 37.86278741244091, -122.27569740857741 37.862808112090626, -122.27556444301408 37.86282590215617, -122.27542975302315 37.86284372607325, -122.2752950201229 37.86286017870497, -122.27516551829788 37.86287791663376, -122.27504982578273 37.86289338707168, -122.27494105583213 37.862908766183516, -122.27476670460571 37.86293472847435, -122.2746283688366 37.86222058346623, -122.27474403640302 37.8622044278497, -122.27486843657235 37.86219088106689, -122.27499286063676 37.86217802378883, -122.2751499970373 37.86215711823262, -122.27528290145229 37.86213657840672, -122.2754246397149 37.86212345816186, -122.27555931456119 37.862104956828105, -122.27569752366807 37.86208913769905, -122.2758321606475 37.86206926495255, -122.27597030953315 37.862050699342326, -122.27610678903565 37.86203490965424, -122.27624147728183 37.862017097110225, -122.27628070800185 37.862208777001236, -122.2763063499896 37.862338866848525, -122.27631403317636 37.86237033045099)))"
R-4,"MULTIPOLYGON (((-122.27159233264994 37.86333949723606, -122.26989453797385 37.86355312625791, -122.26980835933021 37.86284506663182, -122.27186685957624 37.862575205358844, -122.27191716964177 37.862941148495224, -122.27152155185865 37.86298691698847, -122.27159233264994 37.86333949723606)))"
C-1,"MULTIPOLYGON (((-122.26818857620404 37.874762893624194, -122.26813498048391 37.87440386872651, -122.26808630942459 37.87403378176148, -122.26825558562717 37.874012705516066, -122.26841964195873 37.873989645745645, -122.26846143187922 37.87436189618535, -122.2684747272074 37.874483247505815, -122.26850118659804 37.87472112696239, -122.26818857620404 37.874762893624194)))"
R-1H,"MULTIPOLYGON (((-122.26010948820223 37.89396883630568, -122.26006310641954 37.89383974894193, -122.25999969730508 37.89372395891462, -122.25988046498168 37.89359251535257, -122.25980449773925 37.89353184562093, -122.25973954241569 37.89349641941101, -122.25966748463439 37.89345423209859, -122.25959833794806 37.89338864895026, -122.25956617527997 37.89334792925078, -122.25952611268873 37.893266123315136, -122.25949493203713 37.893193798908435, -122.25945312921812 37.89311202255678, -122.25938155579276 37.89301694649459, -122.25989568730469 37.89284654353575, -122.2604854377218 37.892649597763196, -122.26053433369165 37.89273813877115, -122.2605491240084 37.8927770618692, -122.26055910686489 37.89283253485667, -122.26056109934518 37.89291628332281, -122.26056235167958 37.89296913820188, -122.2605301943794 37.89307468293757, -122.26050736110034 37.893134768051034, -122.26049113022644 37.89318100759667, -122.26048213442151 37.89324020219019, -122.2604682341185 37.89331182537126, -122.26046488307794 37.89338946467935, -122.26046266994864 37.89344237484255, -122.2604683029024 37.8935336250591, -122.26048249131208 37.89361993634131, -122.26050744333644 37.89372256681161, -122.26054791048578 37.893820853647604, -122.26055368794438 37.89384548428035, -122.26061169485901 37.893952434947, -122.26068062401657 37.89408187056235, -122.26067792602096 37.89411419046588, -122.2606471118903 37.89413043911073, -122.26052308090763 37.89416181837494, -122.26042774434791 37.894161174793176, -122.26033028970637 37.894144087801386, -122.26028309438357 37.894126935339784, -122.26021281172358 37.894086783358674, -122.2601633725188 37.89404838060711, -122.26013842249898 37.89401922079991, -122.26010948820223 37.89396883630568)))"
R-1,"MULTIPOLYGON (((-122.28222103072339 37.859436491730456, -122.28243768171076 37.85940899562572, -122.28266722032137 37.859750803528264, -122.28266768001343 37.859752988361464, -122.2827399872654 37.86009524547629, -122.28266569214323 37.86010323709301, -122.28266051759596 37.86010403701154, -122.28222103072339 37.859436491730456)))"
C-SA,"MULTIPOLYGON (((-122.27976851413001 37.85538898440284, -122.27965137211578 37.8554022685336, -122.27956299029574 37.85496754767021, -122.27958014461532 37.85496042920094, -122.27959292402285 37.854958179344074, -122.27959293188466 37.854958422741696, -122.27960698279706 37.85501369226546, -122.27971531539202 37.855286947009986, -122.27976851413001 37.85538898440284)))"
C-SA,"MULTIPOLYGON (((-122.2797179447796 37.85570644490528, -122.27971750204269 37.85570410604188, -122.27972870349687 37.85572156999474, -122.2797179447796 37.85570644490528)))"
